,name,length,Left extract,long/short name,CONCATENATE,Upper case name,Lower case,Proper function,avg_rating,corrected rating,New corrected reationg,review in K,reviews_count,and,or,company_type,,Head_Quarters,,Company_Age,COMPANY DETAIL,No_of_Employee
4704,EFKON INDIA,11,EFK,longname,EFKON INDIA Is great,EFKON INDIA,efkon india,Efkon India,3.4,3.4,3.4,86 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 12 more",FALSE,21,Establish,50k-1 Lakh employees Global)
4705,SAVA Healthcare,15,SAV,longname,SAVA Healthcare Is great,SAVA HEALTHCARE,sava healthcare,Sava Healthcare,4.2,4.2,4.2,86 Reviews),0,0,TRUE,"Pune,Maharashtra + 5 more",0,19,FALSE,501-1k employees Global),Establish,
4706,Knack Global,12,Kna,longname,Knack Global Is great,KNACK GLOBAL,knack global,Knack Global,3.5,3.5,3.5,86 Reviews),0,0,FALSE,Woodbridge + 4 more,0,15,FALSE,501-1k employees India),Establish,
4707,Radix Electrosyste...,21,Rad,longname,Radix Electrosyste... Is great,RADIX ELECTROSYSTE...,radix electrosyste...,Radix Electrosyste...,3,3,3,86 Reviews),0,0,FALSE,"Navi Mumbai,Maharashtra + 9 more",0,42,FALSE,201-500 employees Global),Establish,
4708,Rabindranath Tagor...,21,Rab,longname,Rabindranath Tagor... Is great,RABINDRANATH TAGOR...,rabindranath tagor...,Rabindranath Tagor...,4.2,4.2,4.2,86 Reviews),0,0,TRUE,Kolkata + 3 more,0,22,FALSE,201-500 employees India),Establish,
4709,Simpson,7,Sim,short name,Simpson Is great,SIMPSON,simpson,Simpson,3.8,3.8,3.8,86 Reviews),0,0,FALSE,Chennai + 2 more,0,182,FALSE,201-500 employees India),Establish,
4710,Matix Fertilisers ...,21,Mat,longname,Matix Fertilisers ... Is great,MATIX FERTILISERS ...,matix fertilisers ...,Matix Fertilisers ...,4,4,4,86 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 6 more",TRUE,13,Establish,501-1k employees Global)
4711,SONATRACH,9,SON,short name,SONATRACH Is great,SONATRACH,sonatrach,Sonatrach,4.4,4.4,4.4,86 Reviews),0,0,TRUE,Other,0,Algiers,FALSE,59,Establish,1-10 employees India)
4712,Binani Cement,13,Bin,longname,Binani Cement Is great,BINANI CEMENT,binani cement,Binani Cement,4.2,4.2,4.2,86 Reviews),0,0,TRUE,Mumbai + 14 more,0,26,FALSE,1k-5k employees Global),Establish,
4713,Tata Memorial Hosp...,21,Tat,longname,Tata Memorial Hosp... Is great,TATA MEMORIAL HOSP...,tata memorial hosp...,Tata Memorial Hosp...,4.3,4.3,4.3,86 Reviews),0,0,TRUE,Private,0,Mumbai + 5 more,TRUE,81,Establish,1k-5k employees India)
4714,Mayur Uniquoters,16,May,longname,Mayur Uniquoters Is great,MAYUR UNIQUOTERS,mayur uniquoters,Mayur Uniquoters,4,4,4,86 Reviews),0,0,FALSE,Public,0,"Jaipur,Rajasthan + 1 more",FALSE,30,Establish,501-1k employees India)
4715,Bgs Global Hospita...,21,Bgs,longname,Bgs Global Hospita... Is great,BGS GLOBAL HOSPITA...,bgs global hospita...,Bgs Global Hospita...,3.8,3.8,3.8,86 Reviews),0,0,FALSE,Private,0,Bengaluru,FALSE,23,Establish,1k-5k employees Global)
4716,Doubtnut,8,Dou,short name,Doubtnut Is great,DOUBTNUT,doubtnut,Doubtnut,3.3,3.4,3.8,86 Reviews),0,0,TRUE,Private,0,Gurgaon + 11 more,FALSE,6,Startup,201-500 employees India)
4717,RAXA,4,RAX,short name,RAXA Is great,RAXA,raxa,Raxa,4,4,4,86 Reviews),0,0,FALSE,Private,0,New Delhi + 14 more,FALSE,17,Establish,11-50 employees Global)
4718,Vinati Organics,15,Vin,longname,Vinati Organics Is great,VINATI ORGANICS,vinati organics,Vinati Organics,4.1,4.1,4.1,86 Reviews),0,0,TRUE,Public,0,"Mumbai,Maharashtra + 6 more",TRUE,33,Establish,501-1k employees India)
4719,Intelliswift Softw...,21,Int,longname,Intelliswift Softw... Is great,INTELLISWIFT SOFTW...,intelliswift softw...,Intelliswift Softw...,3.7,3.7,3.7,86 Reviews),0,0,FALSE,Private,0,"Newark,New Jersey + 4 more",FALSE,21,Establish,201-500 employees Global)
4720,Home Centre,11,Hom,longname,Home Centre Is great,HOME CENTRE,home centre,Home Centre,4.3,4.4,4.8,86 Reviews),0,0,TRUE,Dubai + 20 more,0,27,FALSE,,Startup,
4721,Smart Drive System...,21,Sma,longname,Smart Drive System... Is great,SMART DRIVE SYSTEM...,smart drive system...,Smart Drive System...,3.6,3.6,3.6,86 Reviews),0,0,FALSE,Private,0,"San Diego,California",FALSE,18,Establish,201-500 employees India)
4722,Clove Dental,12,Clo,longname,Clove Dental Is great,CLOVE DENTAL,clove dental,Clove Dental,3.5,3.5,3.5,86 Reviews),0,0,FALSE,"Delhi/NCR,New Delhi + 11 more",0,11,FALSE,501-1k employees Global),Establish,
4723,Genus Electrotech,17,Gen,longname,Genus Electrotech Is great,GENUS ELECTROTECH,genus electrotech,Genus Electrotech,3.7,3.7,3.7,86 Reviews),0,0,FALSE,Private,0,Gandhidham + 8 more,FALSE,23,Establish,501-1k employees Global)
4724,Butterfly Gandhima...,21,But,longname,Butterfly Gandhima... Is great,BUTTERFLY GANDHIMA...,butterfly gandhima...,Butterfly Gandhima...,4.3,4.3,4.3,86 Reviews),0,0,TRUE,Public,0,"Chennai,Tamil Nadu + 13 more",FALSE,36,Establish,201-500 employees India)
4725,Sami-Sabinsa Group...,21,Sam,longname,Sami-Sabinsa Group... Is great,SAMI-SABINSA GROUP...,sami-sabinsa group...,Sami-Sabinsa Group...,3.4,3.4,3.4,86 Reviews),0,0,FALSE,Public,0,"Bangalore/Bengaluru,Karnataka + 5 more",TRUE,31,Establish,201-500 employees Global)
4726,Sterling Oil Explo...,21,Ste,longname,Sterling Oil Explo... Is great,STERLING OIL EXPLO...,sterling oil explo...,Sterling Oil Explo...,3.8,3.8,3.8,86 Reviews),0,0,FALSE,Private,0,Lagos + 4 more,FALSE,17,Establish,10k-50k employees Global)
4727,Fipola Retail,13,Fip,longname,Fipola Retail Is great,FIPOLA RETAIL,fipola retail,Fipola Retail,4.9,5,5,86 Reviews),0,0,TRUE,Private,0,South India + 4 more,FALSE,6,Startup,1k-5k employees India)
4728,Livguard,8,Liv,short name,Livguard Is great,LIVGUARD,livguard,Livguard,4.3,4.4,4.8,86 Reviews),0,0,TRUE,Private,0,Gurgaon + 9 more,FALSE,8,Startup,501-1k employees India)
4729,Veeraraghavan & Co...,21,Vee,longname,Veeraraghavan & Co... Is great,VEERARAGHAVAN & CO...,veeraraghavan & co...,Veeraraghavan & Co...,3.5,3.5,3.5,86 Reviews),0,0,FALSE,Private,0,Andheri + 10 more,FALSE,33,Establish,201-500 employees Global)
4730,SLMG Beverages,14,SLM,longname,SLMG Beverages Is great,SLMG BEVERAGES,slmg beverages,Slmg Beverages,3.8,3.9,4.3,86 Reviews),0,0,TRUE,Lucknow + 13 more,0,201-500 employees India),FALSE,,Startup,
4731,Bada Business,13,Bad,longname,Bada Business Is great,BADA BUSINESS,bada business,Bada Business,3.6,3.6,3.6,86 Reviews),0,0,FALSE,New Delhi + 19 more,0,3,FALSE,201-500 employees Global),Establish,
4732,Shalimar Corp,13,Sha,longname,Shalimar Corp Is great,SHALIMAR CORP,shalimar corp,Shalimar Corp,4,4.1,4.5,86 Reviews),0,0,TRUE,Lucknow + 6 more,0,501-1k employees India),FALSE,,Startup,
4733,Meneta Automotive ...,21,Men,longname,Meneta Automotive ... Is great,MENETA AUTOMOTIVE ...,meneta automotive ...,Meneta Automotive ...,3.6,3.6,3.6,86 Reviews),0,0,FALSE,Private,0,Sonipat + 4 more,FALSE,15,Establish,501-1k employees Global)
4734,Benteler Automotiv...,21,Ben,longname,Benteler Automotiv... Is great,BENTELER AUTOMOTIV...,benteler automotiv...,Benteler Automotiv...,3.9,3.9,3.9,86 Reviews),0,0,FALSE,Private,0,Salzburg + 2 more,FALSE,146,Establish,201-500 employees India)
4735,RevoKarmaHub Softw...,21,Rev,longname,RevoKarmaHub Softw... Is great,REVOKARMAHUB SOFTW...,revokarmahub softw...,Revokarmahub Softw...,3.3,3.3,3.3,86 Reviews),0,0,FALSE,"Vadodara/Baroda,Gujarat",0,7,FALSE,501-1k employees Global),Establish,
4736,Hinduja Finance,15,Hin,longname,Hinduja Finance Is great,HINDUJA FINANCE,hinduja finance,Hinduja Finance,4,4,4,86 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 53 more",TRUE,14,Establish,201-500 employees India)
4737,Maharashtra State ...,21,Mah,longname,Maharashtra State ... Is great,MAHARASHTRA STATE ...,maharashtra state ...,Maharashtra State ...,4.1,4.1,4.1,86 Reviews),0,0,TRUE,Private,0,Mumbai + 21 more,TRUE,74,Establish,10k-50k employees Global)
4738,Hinduja Finance,15,Hin,longname,Hinduja Finance Is great,HINDUJA FINANCE,hinduja finance,Hinduja Finance,4,4,4,86 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 53 more",TRUE,14,Establish,201-500 employees India)
4739,Bhansali Engineeri...,21,Bha,longname,Bhansali Engineeri... Is great,BHANSALI ENGINEERI...,bhansali engineeri...,Bhansali Engineeri...,3.5,3.5,3.5,86 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 6 more",TRUE,38,Establish,501-1k employees Global)
4740,Sterling Oil Explo...,21,Ste,longname,Sterling Oil Explo... Is great,STERLING OIL EXPLO...,sterling oil explo...,Sterling Oil Explo...,3.8,3.8,3.8,86 Reviews),0,0,FALSE,Private,0,Lagos + 4 more,FALSE,17,Establish,10k-50k employees Global)
4741,Livguard,8,Liv,short name,Livguard Is great,LIVGUARD,livguard,Livguard,4.3,4.4,4.8,86 Reviews),0,0,TRUE,Private,0,Gurgaon + 9 more,FALSE,8,Startup,501-1k employees India)
4742,Veeraraghavan & Co...,21,Vee,longname,Veeraraghavan & Co... Is great,VEERARAGHAVAN & CO...,veeraraghavan & co...,Veeraraghavan & Co...,3.5,3.5,3.5,86 Reviews),0,0,FALSE,Private,0,Andheri + 10 more,FALSE,33,Establish,201-500 employees Global)
4743,Fipola Retail,13,Fip,longname,Fipola Retail Is great,FIPOLA RETAIL,fipola retail,Fipola Retail,4.9,5,5,86 Reviews),0,0,TRUE,Private,0,South India + 4 more,FALSE,6,Startup,1k-5k employees India)
4744,INDIA TODAY GROUP,17,IND,longname,INDIA TODAY GROUP Is great,INDIA TODAY GROUP,india today group,India Today Group,3.9,3.9,3.9,234 Reviews),0,0,FALSE,Private,0,Noida + 7 more,FALSE,47,Establish,1k-5k employees India)
4745,Convergent Communi...,21,Con,longname,Convergent Communi... Is great,CONVERGENT COMMUNI...,convergent communi...,Convergent Communi...,4.1,4.1,4.1,85 Reviews),0,0,TRUE,Private,0,Bengaluru + 18 more,FALSE,21,Establish,51-200 employees India)
4746,Fortune Marketing,17,For,longname,Fortune Marketing Is great,FORTUNE MARKETING,fortune marketing,Fortune Marketing,3.2,3.2,3.2,85 Reviews),0,0,FALSE,Private,0,"Delhi/NCR,Delhi + 14 more",FALSE,28,Establish,201-500 employees Global)
4747,Isolux Corsan,13,Iso,longname,Isolux Corsan Is great,ISOLUX CORSAN,isolux corsan,Isolux Corsan,3.8,3.8,3.8,85 Reviews),0,0,FALSE,Private,0,Madrid + 16 more,FALSE,94,Establish,5k-10k employees Global)
4748,CBSI,4,CBS,short name,CBSI Is great,CBSI,cbsi,Cbsi,3.2,3.2,3.2,85 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 9 more",TRUE,24,Establish,1k-5k employees Global)
4749,Mindcrest,9,Min,short name,Mindcrest Is great,MINDCREST,mindcrest,Mindcrest,2.3,2.3,2.3,85 Reviews),0,0,FALSE,Private,0,"Chicago,Illinois + 1 more",FALSE,21,Establish,501-1k employees Global)
4750,Armstrong Internat...,21,Arm,longname,Armstrong Internat... Is great,ARMSTRONG INTERNAT...,armstrong internat...,Armstrong Internat...,4,4,4,85 Reviews),0,0,FALSE,Private,0,"Three Rivers,MI + 13 more",FALSE,122,Establish,1k-5k employees Global)
4751,Ferns ‘N’ Petals,20,Fer,longname,Ferns ‘N’ Petals Is great,FERNS �N� PETALS,ferns ‘n’ petals,Ferns �N’ Petals,3.6,3.6,3.6,85 Reviews),0,0,FALSE,Private,0,"New Delhi,Delhi + 8 more",FALSE,28,Establish,201-500 employees Global)
4752,Jaipur National Un...,21,Jai,longname,Jaipur National Un... Is great,JAIPUR NATIONAL UN...,jaipur national un...,Jaipur National Un...,2.7,2.7,2.7,85 Reviews),0,0,FALSE,Private,0,Jaipur + 2 more,FALSE,15,Establish,501-1k employees Global)
4753,Ammann Apollo,13,Amm,longname,Ammann Apollo Is great,AMMANN APOLLO,ammann apollo,Ammann Apollo,3.9,3.9,3.9,85 Reviews),0,0,FALSE,Private,0,Mehsana + 13 more,FALSE,25,Establish,201-500 employees Global)
4754,Sovereign Health,16,Sov,longname,Sovereign Health Is great,SOVEREIGN HEALTH,sovereign health,Sovereign Health,2.8,2.8,2.8,85 Reviews),0,0,FALSE,Private,0,San Clemente + 2 more,FALSE,13,Establish,501-1k employees Global)
4755,Navneet Education,17,Nav,longname,Navneet Education Is great,NAVNEET EDUCATION,navneet education,Navneet Education,3.9,3.9,3.9,85 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 20 more",TRUE,63,Establish,1k-5k employees Global)
4756,Hard Rock Cafe,14,Har,longname,Hard Rock Cafe Is great,HARD ROCK CAFE,hard rock cafe,Hard Rock Cafe,4.2,4.2,4.2,85 Reviews),0,0,TRUE,Private,0,Davie + 13 more,FALSE,51,Establish,11-50 employees India)
4757,IXAR,4,IXA,short name,IXAR Is great,IXAR,ixar,Ixar,3.4,3.4,3.4,85 Reviews),0,0,FALSE,Private,0,Mumbai + 7 more,TRUE,53,Establish,51-200 employees India)
4758,Shore Infotech Ind...,21,Sho,longname,Shore Infotech Ind... Is great,SHORE INFOTECH IND...,shore infotech ind...,Shore Infotech Ind...,3.3,3.3,3.3,85 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana",FALSE,15,Establish,501-1k employees Global)
4759,Creative Garments,17,Cre,longname,Creative Garments Is great,CREATIVE GARMENTS,creative garments,Creative Garments,4.2,4.2,4.2,85 Reviews),0,0,TRUE,Private,0,Mumbai + 9 more,TRUE,48,Establish,1k-5k employees Global)
4760,Emmvee Photovoltai...,21,Emm,longname,Emmvee Photovoltai... Is great,EMMVEE PHOTOVOLTAI...,emmvee photovoltai...,Emmvee Photovoltai...,3.8,3.8,3.8,85 Reviews),0,0,FALSE,Private,0,Bengaluru + 2 more,FALSE,15,Establish,501-1k employees Global)
4761,Multi Mantech Inte...,21,Mul,longname,Multi Mantech Inte... Is great,MULTI MANTECH INTE...,multi mantech inte...,Multi Mantech Inte...,2.8,2.8,2.8,85 Reviews),0,0,FALSE,Private,0,"Ahmedabad,Gujarat + 11 more",FALSE,31,Establish,201-500 employees Global)
4762,Creative Info-link,18,Cre,longname,Creative Info-link Is great,CREATIVE INFO-LINK,creative info-link,Creative Info-Link,3.8,3.8,3.8,85 Reviews),0,0,FALSE,Private,0,Kolkata + 27 more,FALSE,11,Establish,51-200 employees India)
4763,Smc Pneumatics Ind...,21,Smc,longname,Smc Pneumatics Ind... Is great,SMC PNEUMATICS IND...,smc pneumatics ind...,Smc Pneumatics Ind...,3.8,3.8,3.8,85 Reviews),0,0,FALSE,Private,0,"Noida,Uttar Pradesh + 15 more",FALSE,27,Establish,201-500 employees Global)
4764,Cadeploy Engineeri...,21,Cad,longname,Cadeploy Engineeri... Is great,CADEPLOY ENGINEERI...,cadeploy engineeri...,Cadeploy Engineeri...,2.6,2.6,3.1,85 Reviews),0,0,FALSE,Private,0,"San Ramon,California + 4 more",FALSE,10,Startup,501-1k employees Global)
4765,Hathi Cement,12,Hat,longname,Hathi Cement Is great,HATHI CEMENT,hathi cement,Hathi Cement,4.4,4.4,4.4,85 Reviews),0,0,TRUE,Private,0,Mumbai + 9 more,TRUE,66,Establish,
4766,Revlon,6,Rev,short name,Revlon Is great,REVLON,revlon,Revlon,3.9,3.9,3.9,85 Reviews),0,0,FALSE,New York + 20 more,0,90,FALSE,1k-5k employees Global),Establish,
4767,Redcliffe Labs,14,Red,longname,Redcliffe Labs Is great,REDCLIFFE LABS,redcliffe labs,Redcliffe Labs,4.5,4.6,5,85 Reviews),0,0,TRUE,Private,0,Noida + 12 more,FALSE,3,Startup,1k-5k employees India)
4768,Armstrong Internat...,21,Arm,longname,Armstrong Internat... Is great,ARMSTRONG INTERNAT...,armstrong internat...,Armstrong Internat...,4,4,4,85 Reviews),0,0,FALSE,Private,0,"Three Rivers,MI + 13 more",FALSE,122,Establish,1k-5k employees Global)
4769,Indian Coast Guard,18,Ind,longname,Indian Coast Guard Is great,INDIAN COAST GUARD,indian coast guard,Indian Coast Guard,4.2,4.2,4.2,85 Reviews),0,0,TRUE,Private,0,"New Delhi,Delhi + 20 more",FALSE,44,Establish,10k-50k employees Global)
4770,Mindcrest,9,Min,short name,Mindcrest Is great,MINDCREST,mindcrest,Mindcrest,2.3,2.3,2.3,85 Reviews),0,0,FALSE,Private,0,"Chicago,Illinois + 1 more",FALSE,21,Establish,501-1k employees Global)
4771,IAF,3,IAF,short name,IAF Is great,IAF,iaf,Iaf,4.6,4.6,4.6,85 Reviews),0,0,TRUE,Public,0,New Delhi + 21 more,FALSE,90,Establish,1 Lakh+ employees Global)
4772,CBSI,4,CBS,short name,CBSI Is great,CBSI,cbsi,Cbsi,3.2,3.2,3.2,85 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 9 more",TRUE,24,Establish,1k-5k employees Global)
4773,Creative Garments,17,Cre,longname,Creative Garments Is great,CREATIVE GARMENTS,creative garments,Creative Garments,4.2,4.2,4.2,85 Reviews),0,0,TRUE,Private,0,Mumbai + 9 more,TRUE,48,Establish,1k-5k employees Global)
4774,Convergent Communi...,21,Con,longname,Convergent Communi... Is great,CONVERGENT COMMUNI...,convergent communi...,Convergent Communi...,4.1,4.1,4.1,85 Reviews),0,0,TRUE,Private,0,Bengaluru + 18 more,FALSE,21,Establish,51-200 employees India)
4775,Takenaka,8,Tak,short name,Takenaka Is great,TAKENAKA,takenaka,Takenaka,4,4,4,85 Reviews),0,0,FALSE,Private,0,Osaka + 10 more,FALSE,85,Establish,201-500 employees India)
4776,L&T IDPL,8,L&T,short name,L&T IDPL Is great,L&T IDPL,l&t idpl,L&T Idpl,4.3,4.3,4.3,85 Reviews),0,0,TRUE,Private,0,Chennai + 17 more,FALSE,27,Establish,501-1k employees Global)
4777,Ferns ‘N’ Petals,20,Fer,longname,Ferns ‘N’ Petals Is great,FERNS �N� PETALS,ferns ‘n’ petals,Ferns �N’ Petals,3.6,3.6,3.6,85 Reviews),0,0,FALSE,Private,0,"New Delhi,Delhi + 8 more",FALSE,28,Establish,201-500 employees Global)
4778,Fortune Marketing,17,For,longname,Fortune Marketing Is great,FORTUNE MARKETING,fortune marketing,Fortune Marketing,3.2,3.2,3.2,85 Reviews),0,0,FALSE,Private,0,"Delhi/NCR,Delhi + 14 more",FALSE,28,Establish,201-500 employees Global)
4779,Inland World Logis...,21,Inl,longname,Inland World Logis... Is great,INLAND WORLD LOGIS...,inland world logis...,Inland World Logis...,3.8,3.8,3.8,85 Reviews),0,0,FALSE,"Mumbai,Maharashtra + 23 more",0,40,FALSE,1k-5k employees Global),Establish,
4780,Multi Mantech Inte...,21,Mul,longname,Multi Mantech Inte... Is great,MULTI MANTECH INTE...,multi mantech inte...,Multi Mantech Inte...,2.8,2.8,2.8,85 Reviews),0,0,FALSE,Private,0,"Ahmedabad,Gujarat + 11 more",FALSE,31,Establish,201-500 employees Global)
4781,Creative Info-link,18,Cre,longname,Creative Info-link Is great,CREATIVE INFO-LINK,creative info-link,Creative Info-Link,3.8,3.8,3.8,85 Reviews),0,0,FALSE,Private,0,Kolkata + 27 more,FALSE,11,Establish,51-200 employees India)
4782,IXAR,4,IXA,short name,IXAR Is great,IXAR,ixar,Ixar,3.4,3.4,3.4,85 Reviews),0,0,FALSE,Private,0,Mumbai + 7 more,TRUE,53,Establish,51-200 employees India)
4783,Shore Infotech Ind...,21,Sho,longname,Shore Infotech Ind... Is great,SHORE INFOTECH IND...,shore infotech ind...,Shore Infotech Ind...,3.3,3.3,3.3,85 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana",FALSE,15,Establish,501-1k employees Global)
4784,Hard Rock Cafe,14,Har,longname,Hard Rock Cafe Is great,HARD ROCK CAFE,hard rock cafe,Hard Rock Cafe,4.2,4.2,4.2,85 Reviews),0,0,TRUE,Private,0,Davie + 13 more,FALSE,51,Establish,11-50 employees India)
4785,Kalyani Maxion Whe...,21,Kal,longname,Kalyani Maxion Whe... Is great,KALYANI MAXION WHE...,kalyani maxion whe...,Kalyani Maxion Whe...,4.1,4.1,4.1,85 Reviews),0,0,TRUE,Königswinter,0,102,FALSE,10k-50k employees India),Establish,
4786,Lyrus Life Science,18,Lyr,longname,Lyrus Life Science Is great,LYRUS LIFE SCIENCE,lyrus life science,Lyrus Life Science,3.5,3.6,4,85 Reviews),0,0,TRUE,Private,0,"Bangalore/Bengaluru,Karnataka + 1 more",TRUE,7,Startup,51-200 employees India)
4787,Ansal Housing & Co...,21,Ans,longname,Ansal Housing & Co... Is great,ANSAL HOUSING & CO...,ansal housing & co...,Ansal Housing & Co...,3.6,3.6,3.6,85 Reviews),0,0,FALSE,Public,0,"Delhi/NCR,New Delhi + 12 more",FALSE,39,Establish,501-1k employees Global)
4788,Vnr Seeds,9,Vnr,short name,Vnr Seeds Is great,VNR SEEDS,vnr seeds,Vnr Seeds,4,4,4,85 Reviews),0,0,FALSE,Raipur + 14 more,0,18,FALSE,201-500 employees Global),Establish,
4789,Linc Pen & Plastic...,21,Lin,longname,Linc Pen & Plastic... Is great,LINC PEN & PLASTIC...,linc pen & plastic...,Linc Pen & Plastic...,3.9,3.9,3.9,85 Reviews),0,0,FALSE,Public,0,"Kolkata,West Bengal + 15 more",FALSE,46,Establish,501-1k employees Global)
4790,Cadeploy Engineeri...,21,Cad,longname,Cadeploy Engineeri... Is great,CADEPLOY ENGINEERI...,cadeploy engineeri...,Cadeploy Engineeri...,2.6,2.6,3.1,85 Reviews),0,0,FALSE,Private,0,"San Ramon,California + 4 more",FALSE,10,Startup,501-1k employees Global)
4791,HDFC Home Loan,14,HDF,longname,HDFC Home Loan Is great,HDFC HOME LOAN,hdfc home loan,Hdfc Home Loan,4.1,4.1,4.1,85 Reviews),0,0,TRUE,Public,0,Mumbai + 41 more,TRUE,45,Establish,1k-5k employees India)
4792,Yamaha Motor India...,21,Yam,longname,Yamaha Motor India... Is great,YAMAHA MOTOR INDIA...,yamaha motor india...,Yamaha Motor India...,3.7,3.7,3.7,85 Reviews),0,0,FALSE,Private,0,Gautam Buddh Nagar + 30 more,FALSE,37,Establish,501-1k employees Global)
4793,Hathi Cement,12,Hat,longname,Hathi Cement Is great,HATHI CEMENT,hathi cement,Hathi Cement,4.4,4.4,4.4,85 Reviews),0,0,TRUE,Private,0,Mumbai + 9 more,TRUE,66,Establish,
4794,Ck Birla Hospitals,18,Ck ,longname,Ck Birla Hospitals Is great,CK BIRLA HOSPITALS,ck birla hospitals,Ck Birla Hospitals,3.7,3.7,3.7,85 Reviews),0,0,FALSE,Private,0,Kolkata + 2 more,FALSE,53,Establish,201-500 employees Global)
4795,Aczet,5,Acz,short name,Aczet Is great,ACZET,aczet,Aczet,4.4,4.4,4.4,85 Reviews),0,0,TRUE,Private,0,Dubai + 7 more,FALSE,36,Establish,201-500 employees Global)
4796,RelianceSMART.in,16,Rel,longname,RelianceSMART.in Is great,RELIANCESMART.IN,reliancesmart.in,Reliancesmart.In,4,4,4,85 Reviews),0,0,FALSE,Public,0,Mumbai + 39 more,TRUE,16,Establish,1 Lakh+ employees Global)
4797,Redcliffe Labs,14,Red,longname,Redcliffe Labs Is great,REDCLIFFE LABS,redcliffe labs,Redcliffe Labs,4.5,4.6,5,85 Reviews),0,0,TRUE,Private,0,Noida + 12 more,FALSE,3,Startup,1k-5k employees India)
4798,CLP India,9,CLP,short name,CLP India Is great,CLP INDIA,clp india,Clp India,4.2,4.2,4.2,84 Reviews),0,0,TRUE,Private,0,"Mumbai,Maharashtra + 9 more",TRUE,20,Establish,201-500 employees Global)
4799,Siegwerk,8,Sie,short name,Siegwerk Is great,SIEGWERK,siegwerk,Siegwerk,4,4,4,84 Reviews),0,0,FALSE,Private,0,"Siegburg,NRW + 10 more",FALSE,192,Establish,1k-5k employees Global)
4800,CBSI,4,CBS,short name,CBSI Is great,CBSI,cbsi,Cbsi,3.3,3.3,3.3,84 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 9 more",TRUE,24,Establish,1k-5k employees Global)
4801,Malladi Drugs & Ph...,21,Mal,longname,Malladi Drugs & Ph... Is great,MALLADI DRUGS & PH...,malladi drugs & ph...,Malladi Drugs & Ph...,4.1,4.1,4.1,84 Reviews),0,0,TRUE,Private,0,"Chennai,Tamil Nadu + 6 more",FALSE,42,Establish,501-1k employees Global)
